Position,Name,Date,Max km/h,Max G,Best Time,Profile URL,Kart Type
1,OmerKhuhro,2024-05-12,,,01:21.690,,RT8
2,fazeel,2023-10-08,,,01:21.830,,RT8
3,shah111,2024-02-25,,,01:23.470,,RT8
4,RayyanQ,2023-08-17,,,01:24.860,,RT8
5,Haseeb,2025-01-03,,,01:25.360,,RT8
6,IbrahimVaid,2024-11-20,,,01:26.300,,RT8
7,User-5cde,2023-06-09,,,01:26.640,,RT8
8,User-7fe1,2024-09-14,,,01:27.340,,RT8
